Status,Life_expectancy ,Adult_Mortality,Alcohol,Total_expenditure,Hepatitis_B, BMI ,Income_composition_of_resources,Schooling,Population
Developed,79.7,77,11.41,9.53,,58.2,0.909,17.9,4535375
Developed,79.8,75,12.66,8.64,,57.4,0.908,17.9,4489544
Developed,79.5,75,13.59,7.57,,56.6,0.902,17.6,4398942
Developed,79,78,13.44,7.22,,55.8,0.896,17.6,4273591
Developed,78.7,78,13.31,7.27,,55.1,0.889,17.5,4159914
Developed,78.3,82,13.32,7.34,,54.4,0.88,17.1,47262
Developed,78,82,13.24,7.5,,53.6,0.87,16.8,3996521
Developed,77.4,88,14.17,6.85,,52.9,0.862,16.5,3931947
Developed,77,89,14.27,6.6,,52.2,0.857,16.4,3866243
Developed,76.4,94,14.07,6.3,,51.5,0.848,16.2,385174
Developing,82.5,58,,,96,64.9,0.898,16,8381
Developing,82.2,6,2.62,7.81,97,64.6,0.895,16,82157
Developing,82.1,61,2.69,7.89,97,64.2,0.891,15.9,8595
Developing,81.8,6,2.78,7.73,97,63.8,0.889,15.9,7915
Developing,81.8,61,2.67,7.39,98,63.4,0.883,15.8,77658
Developing,81.7,61,2.63,7.36,97,63,0.878,15.7,76236
Developing,81.5,63,2.55,7.46,98,62.6,0.876,15.6,74856
Developing,81,65,2.47,7.33,99,62.1,0.877,15.8,7388
Developing,84,68,2.33,7.37,99,61.6,0.872,15.7,7181
Developing,84,68,2.23,7.38,96,61.1,0.87,15.7,7537
Developing,80,71,2.41,7.44,96,6.6,0.866,15.8,6931
Developing,81,69,2.23,7.35,99,6.1,0.863,15.9,689
Developing,79.7,71,2.32,7.44,98,59.6,0.863,16,66897
Developing,79.3,74,2.47,7.49,98,59.2,0.855,15.3,657
Developing,79.3,74,2.53,7.61,96,58.7,0.85,15.1,6439
Developing,78.9,76,2.53,7.13,98,58.3,0.845,15.2,6289
Developed,82.7,56,,,93,63.6,0.881,16.3,673582
Developed,82.5,57,7.56,9.25,95,63.1,0.877,16.3,678914
Developed,82.3,58,7.35,9.22,96,62.6,0.876,16.5,6233948
Developed,82,6,7.49,9.28,96,62.1,0.877,16.6,59539717
Developed,82,6,6.98,9.27,96,61.5,0.872,16.4,59379449
Developed,81.8,6,6.95,9.42,96,61,0.869,16.4,59277417
Developed,81.6,61,7.25,9.41,96,6.5,0.868,16.3,5995365
Developed,81.5,61,7.96,8.89,96,59.9,0.866,16.3,58826731
Developed,81.3,63,8.37,8.48,97,59.4,0.862,16.1,5843831
Developed,81.2,65,8.44,8.82,96,58.8,0.856,16,58143979
Developed,88,66,8.65,8.71,96,58.2,0.851,15.8,57969484
Developed,89,66,8.98,8.49,96,57.6,0.846,15.6,57685327
Developed,79.9,72,9.3,8.17,95,57,0.841,15.4,5731323
Developed,80,72,9.25,8.23,95,56.4,0.836,15.2,57597
Developed,79.8,75,9.69,8.11,95,55.7,0.828,14.9,569741
Developed,79.4,77,9.78,7.91,94,55,0.823,14.8,5694218
Developing,76.2,125,,,91,54.2,0.729,12.8,2871934
Developing,75.8,133,3.83,5.36,92,53.5,0.727,12.8,286287
Developing,75.6,136,3.79,5.91,93,52.7,0.727,12.8,285187
Developing,75.3,138,3.65,5.66,96,52,0.725,12.8,284992
Developing,75.2,139,3.58,5.21,92,51.2,0.722,12.8,2829493
Developing,75,138,3.55,5.3,94,5.5,0.721,12.7,281721
Developing,74.7,142,3.33,5.16,9,49.7,0.721,12.7,28482
Developing,74.5,145,3.51,5.4,92,48.9,0.718,12.6,279122
Developing,74.2,148,3.64,4.87,92,48.1,0.714,12.5,2775467
Developing,74,15,3.63,4.22,97,47.2,0.709,12.5,276279
Developing,73.5,161,3.59,4.7,99,46.3,0.706,12.4,2744673
Developing,73.3,165,3.67,4.8,98,45.4,0.689,11.1,2728777
Developing,73.1,166,3.48,4.56,36,44.5,0.694,11.9,2712511
Developing,73,167,3.76,4.86,,43.5,0.69,11.7,2695446
Developing,72.7,171,3.89,5.34,,42.5,0.68,10.9,267711
Developing,72.6,171,3.46,5.81,,41.6,0.682,11.4,2656864
Developed,83.7,55,,,,29,0.902,15.3,127141
Developed,83.5,57,0.01,1.23,,28.6,0.899,15.3,127276
Developed,83.5,56,7.55,1.25,,28.2,0.894,15.3,127445
Developed,83.3,58,7.39,1.17,,27.8,0.889,15.3,127629
Developed,82.5,64,7.39,1.7,,27.4,0.884,15.1,127833
Developed,83,62,6.9,9.58,,26.9,0.879,15.1,1287
Developed,83,64,7.09,9.51,,26.4,0.881,15,12847
Developed,82.7,66,7.11,8.6,,25.9,0.88,15,12863
Developed,82.6,67,7.29,8.25,,25.4,0.877,15,1281
Developed,82.4,68,7.49,8.19,,24.9,0.873,14.9,127854
Developed,82,69,7.99,8.18,,24.4,0.87,14.9,127773
Developed,82.1,68,7.7,8.3,,23.8,0.866,14.8,127761
Developed,81.9,7,7.83,8,,23.4,0.863,14.8,127718
Developed,81.8,7,7.87,7.85,,22.9,0.86,14.7,127445
Developed,81.5,72,8.03,7.75,,22.5,0.856,14.6,127149
Developed,81.1,74,7.97,7.53,,22.2,0.852,14.5,126843
Developing,74.1,112,,,99,65.6,0.741,13.1,915932
Developing,74,113,0.41,7.45,98,64.8,0.737,13.1,88936
Developing,73.9,114,0.4,7.23,98,64,0.737,13.1,8413464
Developing,73.7,115,0.41,8,98,63.2,0.735,12.9,7992573
Developing,73.6,116,0.43,8.39,98,62.4,0.737,13.1,7574943
Developing,73.4,117,0.51,8.42,98,61.7,0.739,13.2,718239
Developing,73.3,118,0.59,9.54,98,6.9,0.742,13.6,6821116
Developing,73.1,119,0.61,8.78,97,6.1,0.739,13.6,6489822
Developing,73,12,0.6,8.35,98,59.3,0.736,13.6,6193191
Developing,72.8,121,0.59,8.8,98,58.6,0.733,13.7,5934232
Developing,72.4,127,0.55,8.88,95,57.8,0.73,13.8,5714111
Developing,72.5,125,0.54,9.5,95,57,0.723,13.5,5535595
Developing,72.3,127,0.54,9.15,97,56.3,0.717,13.2,5396774
Developing,72.1,129,0.54,9.68,95,55.5,0.712,13,5287488
Developing,71.9,131,0.55,9.9,97,54.8,0.706,12.7,5193482
Developing,71.7,133,0.49,9.65,93,54,0.7,12.6,51313
Developing,72,198,,,98,53.1,0.793,15,17544126
Developing,69.9,22,6.29,4.36,95,52.3,0.789,15,17289224
Developing,69.5,28,6.48,4.3,99,51.4,0.782,15,1735275
Developing,69.1,214,6.82,4.32,95,5.6,0.774,14.7,16791425
Developing,68.5,224,6.63,4.6,99,49.9,0.766,14.4,165566
Developing,67.8,236,6.83,4.42,99,49.2,0.763,14.5,16321581
Developing,67.8,235,6.64,4.13,99,48.5,0.758,14.6,169271
Developing,66.6,258,7.6,3.65,99,47.9,0.758,14.6,15674
Developing,65.3,288,7.44,3.19,94,47.3,0.754,14.7,15484192
Developing,65,295,7.08,3.73,99,46.8,0.747,14.3,153884
Developing,64.6,294,6.94,4.7,94,46.3,0.737,13.9,1514729
Developing,64.7,287,6.55,3.95,99,45.8,0.725,13.5,1512985
Developing,64.4,282,6.58,3.7,99,45.3,0.714,13.1,149918
Developing,64.7,276,5.99,3.61,95,44.8,0.7,12.7,14858948
Developing,64.4,284,5.75,3.47,95,44.4,0.685,12.3,14858335
Developing,63.9,292,6,4.16,99,43.9,0.676,12.1,14883626
Developing,63.4,249,,,89,22,0.55,11.1,47236259
Developing,62.9,255,0.01,5.72,92,21.3,0.546,11.1,462425
Developing,62.6,258,1.84,5.57,93,2.7,0.541,11.1,44826849
Developing,62.1,263,1.81,5.49,94,2.1,0.536,11.1,43646629
Developing,61.2,278,1.8,5.23,96,19.5,0.53,11.1,42486839
Developing,63,294,1.73,3.97,9,18.9,0.523,11.1,4135152
Developing,59.1,317,1.86,4.17,88,18.4,0.514,10.7,423724
Developing,57.9,339,1.71,3.9,88,17.9,0.506,10.4,39148416
Developing,56.8,356,1.97,4.8,81,17.3,0.494,10.1,388599
Developing,55.3,388,1.76,4.24,8,16.9,0.483,9.7,37525
Developing,54.1,412,1.82,4.36,76,16.4,0.474,9.6,3648288
Developing,53,432,1.43,4.29,73,15.9,0.461,8.9,3574931
Developing,52.4,437,1.49,4.45,73,15.5,0.45,8.2,3413852
Developing,52.1,437,1.66,4.54,84,15.1,0.451,8.5,332149
Developing,51.9,434,1.63,4.62,,14.7,0.447,8.4,32321482
Developing,51.9,428,1.51,4.68,,14.4,0.448,8.4,3145483
Developing,66.3,198,,,82,77.6,0.586,11.9,11247
Developing,66.1,2,0.01,1.21,75,77.1,0.597,11.9,11458
Developing,65.8,22,0.01,1.15,95,76.7,0.589,11.9,18535
Developing,65.7,24,0.01,1.37,94,76.2,0.581,11.9,16613
Developing,65.5,26,0.53,1.42,95,75.7,0.585,11.9,14656
Developing,65.3,27,0.48,1.52,91,75.2,0.584,11.9,12652
Developing,65.2,28,0.54,12.24,86,74.6,0.576,11.9,1568
Developing,65.1,21,0.46,12.23,83,74.1,0.572,11.6,9844
Developing,65,211,0.68,13.66,96,73.4,0.574,11.8,96311
Developing,65,212,0.76,1.93,88,72.8,0.576,12.1,9426
Developing,64.9,213,0.6,1.6,5,72.1,0,12.2,92325
Developing,64.8,214,0.48,1.39,67,71.4,0,12.4,9542
Developing,64.7,215,0.5,9.98,73,7.6,0,11.6,88895
Developing,64.6,217,0.49,9.1,79,69.7,0,11.7,87343
Developing,64.3,219,0.6,9,85,68.8,0,10.4,85858
Developing,64.1,222,0.46,8.12,9,67.9,0,10,8446
Developing,74.7,81,,,99,71.4,0.799,13.3,
Developing,74.6,82,0.01,3.4,96,7.8,0.787,13,
Developing,74.5,83,0.01,2.56,99,7.2,0.796,13.1,
Developing,74.3,84,0.01,2.57,98,69.5,0.794,13.2,
Developing,74.2,85,0.02,2.62,99,69,0.792,13.4,
Developing,74,86,0.01,2.76,99,68.4,0.79,13.5,
Developing,73.9,87,0.1,3.87,99,67.9,0.788,13.6,
Developing,73.8,88,0.03,1.93,99,67.5,0.787,13.8,
Developing,73.7,89,0.03,2.13,99,67.1,0.787,13.9,
Developing,73.6,89,0.01,2.25,99,66.7,0.787,14.1,
Developing,73.6,9,0.01,2.38,99,66.3,0.789,14.2,
Developing,73.5,91,0.02,2.76,94,65.9,0.791,14.4,
Developing,73.4,93,0.03,3.23,99,65.5,0.788,14.1,
Developing,73.3,94,0.01,3.56,99,65,0.785,13.9,
Developing,73.2,95,0.01,3.61,99,64.5,0.786,14,
Developing,73.2,96,0.01,2.51,95,64,0.786,14.1,
Developing,71.1,166,,,97,44.9,0.662,13,
Developing,78,17,0.01,6.48,96,43.9,0.656,12.8,
Developing,77,174,0.01,6.68,97,43,0.647,12.5,
Developing,69.9,18,0.01,6.97,96,42.2,0.638,12.3,
Developing,69.4,188,3.28,6.18,96,41.4,0.632,12.1,
Developing,68.8,199,2.73,6.66,96,4.7,0.631,12.2,
Developing,68.5,21,2.39,6.79,96,4.1,0.629,12.4,
Developing,67.6,217,2.53,6.7,97,39.5,0.624,12.6,
Developing,67.2,229,2.77,6.87,94,39,0.618,12.6,
Developing,66.7,234,2.48,6.73,9,38.5,0.613,12.5,
Developing,66.9,224,2.81,5.82,97,38,0.612,12.4,
Developing,67.1,218,3.41,5.57,99,37.5,0.609,12.5,
Developing,66.6,217,3.52,5.43,99,37,0.602,12.2,
Developing,66.7,215,3.31,5.43,99,36.5,0.601,12.1,
Developing,67.2,217,2.62,4.79,57,36,0.593,11.8,
Developing,66.6,225,2.13,4.68,44,35.6,0.586,11.4,
Developing,65.7,194,,,89,21.7,0.582,10.8,
Developing,65.3,199,0.01,1.87,88,2.9,0.573,10.6,
Developing,64.9,23,0.01,2,87,2.1,0.563,10.4,
Developing,64.4,28,0.01,2.12,79,19.4,0.554,10.2,
Developing,64,213,5.39,2.2,78,18.7,0.542,9.9,
Developing,63.6,218,5.95,2.75,74,18,0.535,9.6,
Developing,63.1,223,5.18,3.77,67,17.3,0.525,9.4,
Developing,62.6,228,5.1,2.77,61,16.7,0.518,9.2,
Developing,62.1,234,5,4.14,5,16.1,0.509,9,
Developing,61.5,24,3.69,4.14,57,15.5,0.503,9,
Developing,61,246,3.68,4.32,49,14.9,0.494,8.7,
Developing,64,252,3.53,4.54,45,14.4,0.485,8.6,
Developing,59.8,259,3.41,4.91,5,13.8,0.477,8.3,
Developing,59.3,265,3.33,4.4,,13.3,0.468,8,
Developing,58.7,271,3.13,4.32,,12.7,0.463,8,
Developing,58.1,278,5.16,3.41,,12.3,0.459,8,
Developed,74.6,153,,,94,61.2,0.828,16,1977527
Developed,74.4,156,0.01,5.88,92,6.7,0.822,16,1993782
Developed,74.1,161,10.37,5.67,94,6.2,0.814,15.4,212647
Developed,73.8,163,10.21,5.91,9,59.8,0.812,15.5,234319
Developed,73.6,169,10.14,6.1,89,59.4,0.81,15.8,25979
Developed,72.8,18,9.8,6.55,91,58.9,0.815,16,297555
Developed,72.6,184,9.85,6.84,92,58.5,0.821,16.4,2141669
Developed,71.9,199,11.84,6.63,93,58.1,0.819,16.3,2177322
Developed,78,221,12.12,7.1,91,57.7,0.814,16.2,22325
Developed,75,229,10.4,6.8,94,57.4,0.807,16.2,2218357
Developed,76,216,9.92,6.37,99,57,0.791,15.9,2238799
Developed,71,26,8.81,6.51,98,56.6,0.776,15.5,2263122
Developed,78,29,8.24,6.15,98,56.3,0.761,15.2,2287955
Developed,73,219,7.44,6.29,98,56,0.746,14.8,231173
Developed,69.9,228,6.68,6.17,96,55.7,0.728,14.2,233717
Developed,71,218,7.13,6,95,55.4,0.716,13.7,236755
Developing,74.9,98,,,81,66.1,0.763,13.3,5851479
Developing,74.8,99,1.32,6.39,81,65.4,0.763,13.3,563279
Developing,74.9,97,1.29,6.63,81,64.9,0.766,13.3,527612
Developing,75,93,1.53,6.99,81,64.4,0.763,13.3,491644
Developing,75,93,1.57,7.12,81,64,0.758,13.2,4588368
Developing,74.9,94,1.58,7.19,81,63.5,0.752,13.3,4337141
Developing,74.7,95,1.62,7.42,81,63,0.746,13.2,4183156
Developing,74.5,98,1.67,8.7,81,62.5,0.74,13.1,411147
Developing,74.4,98,1.72,8.9,8,61.9,0.731,12.9,486466
Developing,74.1,1,1.82,8.83,78,61.4,0.733,13.2,45735
Developing,73.9,11,1.94,8.42,77,6.8,0,13.7,3986852
Developing,73.7,13,2.1,8.91,75,6.2,0,14.2,3863267
Developing,73.5,15,2.19,9.3,74,59.7,0,14.8,371464
Developing,73.2,17,1.98,1.5,77,59.1,0,15.2,3522837
Developing,73,11,2.19,1.9,8,58.6,0,15,3359859
Developing,72.7,112,2.26,1.86,83,57.9,0,14.9,3235366
Developing,53.7,484,,,93,32.6,0.495,10.7,2174645
Developing,52.1,522,0.01,1.62,93,32,0.491,10.8,2145785
Developing,52.1,518,0.01,11.7,93,31.4,0.484,11.1,2117361
Developing,52.2,513,0.01,11.14,95,3.8,0.479,11,289928
Developing,52.3,52,2.39,11.79,96,3.2,0.469,11,264166
Developing,51.1,527,2.71,1.87,93,29.7,0.464,10.9,24551
Developing,49.4,566,2.75,9.8,91,29.2,0.453,10.8,21929
Developing,47.8,592,2.75,8.85,88,28.8,0.447,10.7,199993
Developing,46.2,633,2.69,8.47,9,28.3,0.44,10.6,1982287
Developing,45.3,654,2.61,7.12,91,27.9,0.437,10.7,1965662
Developing,44.5,675,2.67,6.3,87,27.4,0.437,10.7,1949543
Developing,44.8,666,1.8,6.96,6,26.9,0.439,10.7,1933728
Developing,45.5,648,1.99,7.13,17,26.4,0.44,10.5,191897
Developing,46.4,622,2.95,6.91,,25.9,0.446,10.4,192312
Developing,47.8,586,2.86,7.53,,25.4,0.443,10.3,1885955
Developing,49.3,543,3.1,6.92,,24.9,0.445,9.6,1868699
Developing,61.4,259,,,52,27.3,0.427,9.9,4499621
Developing,58.1,329,0.01,1.4,5,26.7,0.426,9.9,439737
Developing,61.1,258,0.01,9.25,76,26.1,0.419,9.8,4286291
Developing,67,261,0.01,1.19,8,25.6,0.416,9.6,4181563
Developing,62,266,3.72,11.23,77,25,0.406,9.5,47167
Developing,59.7,272,3.64,11.87,47,24.5,0.403,9.6,3948125
Developing,59.2,277,3.75,14.39,64,24,0.4,9.7,3811528
Developing,58.6,281,3.88,11.83,64,23.4,0.394,9.8,3662993
Developing,57.9,286,4.03,1.24,,22.9,0.383,9.9,3512932
Developing,56.7,32,4.05,1.9,,22.4,0.377,10,3375838
Developing,55.3,316,4.19,8.4,,22,0.372,10.1,326123
Developing,54,329,4.24,8.77,,21.5,0.335,10.2,3176414
Developing,50,42,4.21,3.44,,21.1,0.373,10.3,3116233
Developing,56,371,4.27,5.43,,2.7,0.376,10.4,362863
Developing,51.5,333,4.4,6.41,,2.4,0.386,10.5,2991132
Developing,51.9,39,4.46,5.91,,2.2,0.338,8.7,2884522
Developing,72.7,138,,,97,64.8,0.719,13.4,
Developing,72.4,143,0.01,4.97,94,63.8,0.73,13.4,
Developing,72.9,134,0.01,4.33,96,62.8,0.735,13.4,
Developing,72.9,133,0.01,4.3,98,61.8,0.706,13.7,
Developing,71.3,161,0.01,4.77,98,6.9,0.756,14,
Developing,72.8,132,0.01,3.5,98,59.9,0.755,14.3,
Developing,72.7,132,0.01,3.16,98,59,0.757,14.6,
Developing,72.6,132,0.01,2.4,98,58.2,0.757,14.8,
Developing,72.5,132,0.01,2.63,98,57.4,0.756,15.1,
Developing,72.2,134,0.01,2.51,98,56.7,0.752,15.4,
Developing,71.9,138,0.01,2.71,97,56,0.748,15.7,
Developing,71.5,141,0.01,3.46,99,55.3,0.747,15.9,
Developing,71.3,144,0.01,4.6,96,54.6,0.74,16,
Developing,71.1,146,0.01,4.57,91,54,0.736,15.8,
Developing,71,147,0.01,4.6,93,53.4,0.732,15.7,
Developing,78,148,0.01,3.41,92,52.8,0.727,15.5,
Developed,73.6,165,,,94,62.4,0.846,16.5,29491
Developed,73.4,169,15.19,6.55,94,61.9,0.841,16.5,2932367
Developed,73,178,15.04,6.59,93,61.4,0.834,16.4,2957689
Developed,73,176,15.14,6.67,93,6.9,0.83,16.5,2987773
Developed,72.8,18,12.66,6.86,95,6.5,0.826,16.7,328115
Developed,72.4,188,12.9,7.9,94,6,0.824,16.8,397282
Developed,72.2,192,12.4,7.53,95,59.7,0.825,16.6,3162916
Developed,71.1,224,13.3,6.61,96,59.3,0.82,16.5,3198231
Developed,72,24,13.4,6.22,96,59,0.812,16.4,3231294
Developed,76,229,12.7,6.2,95,58.7,0.807,16.4,326999
Developed,78,222,12.3,5.83,95,58.4,0.798,16.2,3322528
Developed,71.6,24,12.1,5.67,94,58.1,0.792,16.3,337775
Developed,71.6,22,11.29,6.46,95,57.8,0.78,15.8,3415213
Developed,71.4,22,11,6.4,94,57.5,0.77,15.3,344367
Developed,71.2,21,10.2,6.26,95,57.2,0.757,14.7,347818
Developed,71.6,2,9.87,6.46,98,56.9,0.745,14,3499536
Developed,82,63,,,94,61.3,0.896,13.9,56964
Developed,81.7,65,11.12,6.94,94,6.9,0.892,13.9,556319
Developed,81.4,68,11.02,7.1,94,6.5,0.892,13.9,54336
Developed,81.1,7,11.34,7.18,94,6.1,0.892,13.9,53946
Developed,88,72,11.5,7.34,95,59.6,0.894,13.9,518347
Developed,86,73,11.36,7.68,94,59.2,0.884,13.7,56953
Developed,83,76,11.42,8.11,95,58.8,0.888,13.5,497783
Developed,80,8,11.53,7.34,94,58.4,0.887,13.5,48865
Developed,79.7,82,11.75,6.8,87,57.9,0.877,13.5,479993
Developed,79.4,85,11.98,7.75,95,57.5,0.88,13.5,472637
Developed,78.8,9,11.84,7.95,95,57,0.874,13.5,465158
Developed,78.7,92,12.42,8.2,94,56.4,0.867,13.5,45895
Developed,78.6,92,12.61,7.67,95,55.8,0.865,13.6,45163
Developed,78.3,95,12.91,8.27,95,55.2,0.86,13.5,446175
Developed,78,96,12.89,7.4,86,54.6,0.854,13.4,441525
Developed,77.8,98,13.14,7.48,77,54,0.848,13.5,4363
Developing,65.5,22,,,69,2.5,0.511,10.3,2423488
Developing,65.1,225,0.01,3.4,73,2,0.509,10.3,2358981
Developing,64.7,23,0.87,4.15,74,19.5,0.508,10.3,22961146
Developing,64.3,235,0.87,3.46,7,19,0.506,10.2,22346573
Developing,63.8,241,0.97,4.24,73,18.5,0.504,10.2,21743949
Developing,63.3,248,1.03,4.86,7,18,0.503,10.2,2115164
Developing,62.8,254,0.91,4.7,77,17.6,0.5,9.7,2569121
Developing,62.3,259,0.68,4.5,77,17.1,0.491,9.4,19996469
Developing,61.9,261,0.71,4.98,84,16.7,0.483,9.1,19433523
Developing,61.4,263,0.68,5.11,82,16.3,0.478,9,1888268
Developing,69,265,0.72,5.3,81,15.8,0.473,8.9,18336724
Developing,64,267,0.81,4.89,71,15.4,0.466,8.7,1782997
Developing,59.9,268,0.93,4.81,61,15,0.457,8.5,17279141
Developing,59.3,271,0.9,5.29,51,14.7,0.462,8.3,16765117
Developing,58.7,276,1.05,5.17,,14.3,0.456,8.2,1626932
Developing,57.9,283,1.16,5.8,,13.9,0,8,1576686
Developing,58.3,365,,,88,19.6,0.473,10.8,1757367
Developing,57.6,377,0.01,11.38,91,19.2,0.466,10.7,1768838
Developing,56.7,394,0.01,1.96,89,18.8,0.459,10.7,16577147
Developing,55.3,42,0.01,12.6,96,18.4,0.454,10.7,169735
Developing,54.1,441,1.23,11.67,97,18,0.444,10.6,15627618
Developing,52.9,462,1.08,1.5,93,17.6,0.43,10.2,1516795
Developing,51.5,491,1.16,1.18,93,17.3,0.415,9.9,1471462
Developing,50,525,1.27,1.7,91,16.9,0.4,9.6,14271234
Developing,48.5,559,1.18,9.31,87,16.6,0.387,9.7,1384969
Developing,47.1,587,1.18,8.99,99,16.2,0.377,9.6,13429262
Developing,46,66,1.04,8.2,93,15.9,0.371,9.7,1339711
Developing,45.1,615,1.11,7.82,89,15.5,0.366,10,1267638
Developing,44.6,613,1.08,6.35,84,15.2,0.362,10.3,12336687
Developing,44,67,1.1,4.82,64,14.8,0.388,10.4,1213711
Developing,43.5,599,1.15,5.7,,14.4,0.387,10.1,11695863
Developing,43.1,588,1.18,6.7,,14.1,0.391,10.7,11376172
Developing,75,123,,,99,4.6,0.787,13.1,3723155
Developing,74.8,126,0.52,4.17,96,39.5,0.783,13,322817
Developing,74.6,128,0.53,4.2,96,38.5,0.779,12.9,2976724
Developing,74.5,129,0.53,4.1,97,37.4,0.776,12.9,2917456
Developing,74.3,13,0.51,3.89,96,36.3,0.774,13,28635128
Developing,74.1,131,0.49,3.99,96,35.3,0.764,12.8,28112289
Developing,74,131,0.47,3.97,96,34.4,0.756,12.6,2765383
Developing,73.8,132,0.47,3.47,97,33.4,0.747,12.5,2711169
Developing,73.7,133,0.43,3.61,96,32.5,0.736,12.3,26625845
Developing,73.6,134,0.42,3.65,95,31.6,0.732,12.7,26143566
Developing,73.4,135,0.46,3.29,96,3.7,0.734,12.9,25659393
Developing,73.2,137,0.49,3.74,94,29.8,0.731,12.7,2517419
Developing,73.1,138,0.48,3.95,95,28.8,0.724,12.1,2468873
Developing,72.9,14,0.49,3.4,95,27.9,0.723,12,24198811
Developing,72.7,144,0.53,3.4,95,27,0.725,11.9,2369897
Developing,72.4,149,0.54,3.4,97,26,0.715,11.6,2318568
Developing,78.5,61,,,99,27.4,0.701,12.7,49163
Developing,78.2,62,0.01,13.73,99,26.2,0.693,12.7,41
Developing,77.9,64,0.01,11.16,99,25.1,0.683,12.4,393
Developing,77.6,65,0.01,9.16,99,24.1,0.675,12.1,385
Developing,77.3,67,1.92,8.11,96,23.1,0.663,11.8,377
Developing,76.7,73,1.83,7.93,97,22.1,0.653,11.6,367
Developing,76.3,75,1.59,9.22,98,21.2,0.651,11.8,36
Developing,75.9,81,1.76,9.3,98,2.3,0.641,11.8,362
Developing,75.4,82,1.78,6.64,98,19.5,0.632,11.9,349
Developing,75,88,1.62,7.37,98,18.7,0.622,12,333
Developing,74.3,93,1.47,9.52,98,18,0.625,12.1,321
Developing,73.4,16,1.6,5.89,97,17.3,0.617,12.2,312
Developing,72.7,112,1.75,5.9,98,16.7,0.601,11.8,34
Developing,71.8,124,1.95,5.78,98,16.2,0.597,12,297
Developing,78,129,1.98,5.84,98,15.6,0.587,11.8,292
Developing,69.6,139,1.83,8,96,15.2,0.577,11.3,286
Developing,58.2,266,,,64,23.8,0.438,8.4,1746795
Developing,57.8,272,0.01,6.86,73,23.2,0.43,8.2,16962846
Developing,57.3,275,0.01,6.58,69,22.5,0.421,8,16477818
Developing,57.2,27,0.01,6.47,66,21.9,0.411,7.7,16667
Developing,56.8,271,0.61,6.59,66,21.3,0.404,7.5,1554989
Developing,56.5,273,0.6,6.35,72,2.7,0.396,7.3,157585
Developing,56,276,0.59,6.85,71,2.2,0.385,7.1,1466597
Developing,55.5,278,0.57,6.74,74,19.6,0.36,5.8,14138216
Developing,55,282,0.55,6.97,74,19,0.363,6.4,1367566
Developing,54.3,288,0.53,6.56,9,18.5,0.35,6.1,1322764
Developing,53.6,29,0.55,6.34,83,18,0.338,5.8,12798763
Developing,52.8,296,0.49,6.28,73,17.5,0.333,5.5,1239196
Developing,52,299,0.54,6.25,79,17,0.318,5.2,125128
Developing,51.2,31,0.53,6.32,,16.5,0.308,4.9,11638929
Developing,55,34,0.51,6.39,,16.1,0.297,4.6,11293258
Developing,49.8,37,0.47,6.29,,15.6,0.291,4.4,196769
Developed,81.7,54,,,95,69.6,0.853,14.6,431874
Developed,81.4,55,8.49,9.75,9,69.2,0.847,14.3,427364
Developed,81.1,57,8.58,9.89,94,68.8,0.828,14.2,423374
Developed,81,58,7.67,9.95,93,68.4,0.821,14.1,419455
Developed,87,59,6.91,9.6,82,68,0.826,14.8,416268
Developed,83,62,7.91,8.3,75,67.6,0.819,14.6,41458
Developed,82,63,7.38,8.33,86,67.1,0.815,14.4,412477
Developed,80,64,7.14,8.15,86,66.6,0.813,14.6,49379
Developed,79.6,65,7.45,8.36,82,66.1,0.808,14.4,46724
Developed,79.3,66,8.84,8.93,86,65.6,0.809,14.8,4538
Developed,79,67,6.41,8.83,85,65,0.805,14.8,43834
Developed,78.7,69,6.53,8.46,85,64.5,0.797,14.2,41268
Developed,78.5,71,6.7,8.6,89,63.9,0.79,13.8,398582
Developed,78.2,75,5.73,7.86,,63.4,0.786,13.8,395969
Developed,77.8,79,5.62,7.11,,62.8,0.783,13.7,39328
Developed,77.5,8,5.59,6.83,,62.3,0.779,13.8,3987
Developing,,,0.01,17.24,8,81.6,,0,
Developing,63.1,25,,,73,3.8,0.513,8.5,4182341
Developing,63,26,0.01,3.77,84,3.1,0.509,8.5,46392
Developing,62.7,28,0.01,3.63,8,29.4,0.501,8.2,394617
Developing,62.5,29,0.01,3.36,8,28.8,0.491,7.8,383239
Developing,62.2,212,0.01,2.87,75,28.1,0.487,7.7,3717672
Developing,62,214,0.01,3.28,64,27.4,0.484,7.6,369543
Developing,61.7,215,0.01,3.79,64,26.8,0.476,7.1,356288
Developing,61.4,217,0.02,3.23,74,26.1,0.475,7.2,347541
Developing,61.2,219,0.02,3.54,74,25.5,0.475,7.4,3312665
Developing,69,221,0.01,3.21,68,24.8,0.466,7.2,322653
Developing,66,223,0.01,4.21,42,24.2,0.461,7.2,31372
Developing,64,224,0.01,4.7,,23.6,0.451,6.7,342823
Developing,63,226,0.01,4.53,,22.9,0.447,6.6,2957117
Developing,62,228,0.02,5.31,,22.3,0.446,6.5,2873228
Developing,61,229,0.01,4.34,,21.7,0.444,6.5,279729
Developing,60,23,0.03,5.26,,21.1,0.443,6.4,279359
Developing,74.6,146,,,97,33.3,0.779,15.2,126265
Developing,74.2,148,0.01,4.81,97,32.8,0.769,14.7,126934
Developing,74.1,147,0.01,4.82,98,32.3,0.765,14.7,1258653
